State,Year,Month,Net generation other renewables (total)  (thousand megawatthours),Average retail price of electricity (cents per KWH),Retail sales of electricity (million kilowatthours),Revenue from retail sales of electricity total(million dollars),Revenue from retail sales of electricity residential (million dollars),Total consumption coal (thousand tons),Total consumption petroleum liquid (thousand barrels),Total consumption  natural gas (thousand Mcf),unqid
Ohio,2016,2,206.41007,12.03,4620.16864,1176.40631,555.9588,2231.858,30.38888,19207.092,2016_2_Ohio
Ohio,2016,1,230.27041,12.05,5241.50891,1273.53548,631.66616,2708.932,31.0665,19772.761,2016_1_Ohio
Ohio,2015,12,208.92919,12.74,4182.52106,1173.28938,532.69508,1652.085,52.6175,17120.324,2015_12_Ohio
Ohio,2015,11,210.9561,13.11,3467.46115,1101.72223,454.7545,1623.601,32.73015,15765.536,2015_11_Ohio
Ohio,2015,10,202.80281,13.03,3208.182,1102.0668,417.92175,2268.385,22.62169,13674.041,2015_10_Ohio
Ohio,2015,9,131.41264,12.71,4148.20013,1249.81574,527.39328,2833.313,20.77173,17697.88,2015_9_Ohio
Ohio,2015,8,118.42503,13.23,4896.65087,1401.43307,647.81084,2933.035,26.8328,19302.19,2015_8_Ohio
Ohio,2015,7,123.91749,13.42,4894.48076,1437.41614,657.021,2893.335,46.60976,20035.918,2015_7_Ohio
Ohio,2015,6,152.98614,13.18,4196.41135,1281.69482,553.06218,2492.135,43.35215,18044.787,2015_6_Ohio
Ohio,2015,5,169.77945,13.06,3535.54008,1145.76508,461.87972,1922.228,39.4665,14983.144,2015_5_Ohio
Ohio,2015,4,194.5901,12.73,3271.53774,1042.64081,416.58705,2074.396,24.42254,13053.273,2015_4_Ohio
Ohio,2015,3,176.77623,12.33,4673.67084,1258.70233,576.0518,2961.652,34.0813,19926.233,2015_3_Ohio
Ohio,2015,2,171.99189,12.2,5410.86864,1321.21652,659.97954,3453.326,32.61115,19403.997,2015_2_Ohio
Ohio,2015,1,195.27034,12.22,5607.42936,1369.77428,685.41185,3410.626,39.59242,19214.406,2015_1_Ohio
Ohio,2014,12,178.35215,12.43,5012.08787,1269.35369,622.95676,2811.762,31.93415,17338.879,2014_12_Ohio
Ohio,2014,11,181.29423,12.89,4094.60202,1177.18429,527.92982,3079.345,26.26884,11470.824,2014_11_Ohio
Ohio,2014,10,135.15648,13.12,3313.90539,1113.52787,434.65884,2582.757,19.95619,9195.022,2014_10_Ohio
Ohio,2014,9,109.42349,12.39,3807.8886,1133.95757,471.6324,2846.339,18.32634,16891.356,2014_9_Ohio
Ohio,2014,8,114.72604,13.61,4585.37369,1357.61525,623.84068,3351.966,45.04965,19286.238,2014_8_Ohio
Ohio,2014,7,129.9953,13.56,4631.92873,1352.0133,628.19531,3607.98,29.5113,16218.662,2014_7_Ohio
Ohio,2014,6,141.8358,13.64,4250.83578,1306.55598,579.61215,3196.505,45.26995,15108.241,2014_6_Ohio
Ohio,2014,5,184.78189,13.01,3438.60205,1098.65161,447.23376,2600.089,38.21357,13816.263,2014_5_Ohio
Ohio,2014,4,216.89028,12.53,3399.03887,1028.16351,425.73059,2876.399,39.49246,11353.968,2014_4_Ohio
Ohio,2014,3,207.7531,11.66,4835.28194,1226.66899,564.02194,3720.711,72.35254,15732.831,2014_3_Ohio
Ohio,2014,2,170.92771,11.18,5374.86746,1234.79073,601.04729,3593.65,71.83023,13407.94,2014_2_Ohio
Ohio,2014,1,254.65705,11.08,6059.92163,1362.55434,671.32173,4149.829,154.01246,15400.721,2014_1_Ohio
Ohio,2013,12,217.26201,11.3,5201.13978,1176.44512,587.55925,3865.014,31.24823,13430.324,2013_12_Ohio
Ohio,2013,11,222.37941,11.97,4031.95543,1061.44686,482.4509,2991.719,35.64446,13709.283,2013_11_Ohio
Ohio,2013,10,154.6099,12.09,3471.38749,1051.68015,419.65856,2899.298,25.86942,14170.528,2013_10_Ohio
Ohio,2013,9,146.48595,12.33,3917.70226,1115.30012,483.16839,3225.898,45.88915,8590.08,2013_9_Ohio
Ohio,2013,8,115.05392,12.83,4696.42118,1292.29829,602.59051,3950.317,31.80146,15342.06,2013_8_Ohio
Ohio,2013,7,123.10614,12.98,5117.19613,1361.54593,664.24351,3581.567,67.78211,17686.545,2013_7_Ohio
Ohio,2013,6,114.07762,13.06,4102.50391,1198.46233,535.64929,3344.817,42.34954,13379.59,2013_6_Ohio
Ohio,2013,5,171.85203,12.49,3568.18861,1104.17941,445.76766,3291.904,47.11346,13864.195,2013_5_Ohio
Ohio,2013,4,173.47132,11.79,3555.53432,1004.6271,419.16214,3186.362,26.58892,9579.289,2013_4_Ohio
Ohio,2013,3,178.53139,11.39,4797.565,1180.19014,546.3286,3478.591,36.82988,13501.675,2013_3_Ohio
Ohio,2013,2,174.41935,11.12,4585.79448,1090.07026,509.82793,3308.55,34.39007,14270.643,2013_2_Ohio
Ohio,2013,1,218.0102,11.11,5112.7054,1194.87871,567.89479,3498.517,36.67458,13650.001,2013_1_Ohio
Ohio,2012,12,179.36934,11.39,4924.64498,1161.36923,561.05239,3358.282,57.97627,12979.515,2012_12_Ohio
Ohio,2012,11,123.43615,11.67,3990.08926,1067.94172,465.53272,2628.81,45.60927,11033.417,2012_11_Ohio
Ohio,2012,10,180.83263,12.06,3320.17965,1060.90748,400.50134,2294.933,40.64431,12766.608,2012_10_Ohio
Ohio,2012,9,118.42781,12.27,3720.96657,1095.58308,456.71982,2455.935,32.41065,13233.278,2012_9_Ohio
Ohio,2012,8,93.83007,12.14,5472.22784,1373.49605,664.29167,3996.623,41.10592,15869.896,2012_8_Ohio
Ohio,2012,7,113.45118,12.16,6000.43971,1464.31857,729.6424,4232.891,54.93295,20478.508,2012_7_Ohio
Ohio,2012,6,129.54053,12.24,4569.853,1222.4296,559.56741,3321.866,60.45707,15950.199,2012_6_Ohio
Ohio,2012,5,113.49506,11.85,3693.71324,1102.4835,437.78283,2889.763,30.27902,14971.662,2012_5_Ohio
Ohio,2012,4,166.53719,11.93,3107.40281,986.83752,370.82132,2842.84,26.06158,11636.184,2012_4_Ohio
Ohio,2012,3,190.45175,11.35,3784.87747,1044.00418,429.42705,2743.388,31.18492,13402.802,2012_3_Ohio
Ohio,2012,2,148.85665,11.04,4376.05476,1103.55281,483.06683,3089.16,28.34661,13985.8,2012_2_Ohio
Ohio,2012,1,180.3934,11.08,5327.31975,1224.88886,590.08283,3264.65,73.99399,15282.112,2012_1_Ohio
Ohio,2011,12,134.16969,10.95,4891.53161,1138.99577,535.77412,3186.264,47.34161,10071.545,2011_12_Ohio
Ohio,2011,11,118.86288,11.7,3647.61845,1036.16241,426.68907,2875.152,59.86552,6794.242,2011_11_Ohio
Ohio,2011,10,67.09345,11.97,3201.72155,1040.35667,383.24219,3536.625,32.46918,8347.341,2011_10_Ohio
Ohio,2011,9,85.75351,12.07,3898.35326,1146.93655,470.53948,3855.598,24.61692,6000.834,2011_9_Ohio
Ohio,2011,8,74.35758,12.14,5511.5672,1394.92633,669.26584,4865.626,42.23261,10072.653,2011_8_Ohio
Ohio,2011,7,77.04664,12.33,5970.78673,1504.5747,736.4634,5292.175,43.07092,12094.114,2011_7_Ohio
Ohio,2011,6,64.96212,12.03,4421.2579,1208.07917,532.0482,4312.157,68.51096,6829.769,2011_6_Ohio
Ohio,2011,5,54.80132,11.58,3666.34083,1069.0654,424.60282,3565.628,50.549,7569.088,2011_5_Ohio
Ohio,2011,4,69.71705,11.22,3427.47344,982.66806,384.51752,3546.632,51.14831,4153.943,2011_4_Ohio
Ohio,2011,3,63.28439,10.96,4265.36667,1122.55536,467.50568,4170.447,42.67696,9155.76,2011_3_Ohio
Ohio,2011,2,56.71585,10.46,4723.78156,1093.33459,494.18647,4234.437,44.44496,4743.675,2011_2_Ohio
Ohio,2011,1,68.92703,10.04,6061.31182,1231.15632,608.59057,4699.036,79.44131,7012.063,2011_1_Ohio
Ohio,2010,12,66.81608,10.67,5511.36562,1241.69942,588.20982,4601.503,49.702,7466.525,2010_12_Ohio
Ohio,2010,11,66.81815,11.48,3679.78352,1061.16252,422.26671,3937.006,35.624,5176.253,2010_11_Ohio
Ohio,2010,10,54.88042,11.49,3330.98041,1049.90073,382.88163,3752.076,26.032,5656.923,2010_10_Ohio
Ohio,2010,9,59.16427,11.78,4066.32502,1126.14554,478.84352,4098.347,42.738,3766.018,2010_9_Ohio
Ohio,2010,8,55.2596,11.89,5719.20741,1419.63229,680.25603,5337.826,53.16,10739.701,2010_8_Ohio
Ohio,2010,7,58.19221,11.95,5785.57899,1415.90846,691.10736,5311.849,50.19,9545.876,2010_7_Ohio
Ohio,2010,6,60.54542,12.16,4632.88208,1276.14289,563.40411,5085.336,57.783,5438.354,2010_6_Ohio
Ohio,2010,5,49.95549,11.82,3405.8378,1071.02017,402.5566,4274.757,70.872,3724.586,2010_5_Ohio
Ohio,2010,4,59.13957,11.45,3146.0834,970.01474,360.23392,3593.73,32.678,2345.063,2010_4_Ohio
Ohio,2010,3,57.21831,10.67,4284.37153,1107.84951,457.09827,4461.709,43.418,1046.946,2010_3_Ohio
Ohio,2010,2,52.24527,10.55,4956.02228,1114.82738,522.67286,4392.82,33.974,1234.271,2010_2_Ohio
Ohio,2010,1,59.85416,10.28,5955.93894,1236.80975,612.43956,4865.246,52.824,2020.018,2010_1_Ohio
Ohio,2009,12,59.34672,10.31,5169.93801,1154.26314,532.81335,4448.614,45.348,1052.443,2009_12_Ohio
Ohio,2009,11,55.58808,10.65,3649.13532,959.90732,388.61483,4144.869,33.907,2448.566,2009_11_Ohio
Ohio,2009,10,58.3316,10.83,3514.87319,1021.37848,380.72383,4304.977,33.296,2363.479,2009_10_Ohio
Ohio,2009,9,47.13014,11.15,3713.87348,1047.64508,414.08417,3896.321,35.258,6572.967,2009_9_Ohio
Ohio,2009,8,55.60364,11.52,4817.90152,1282.13484,555.20301,4667.345,35.832,6084.573,2009_8_Ohio
Ohio,2009,7,53.13106,11.49,4446.24013,1181.73686,510.79343,4416.809,34.115,2931.018,2009_7_Ohio
Ohio,2009,6,46.12201,11.36,4091.13157,1148.53287,464.9451,4177.369,49.949,3119.821,2009_6_Ohio
Ohio,2009,5,43.53284,11.27,3300.37584,1023.32388,371.98279,3463.682,65,2619.392,2009_5_Ohio
Ohio,2009,4,56.97388,11,3422.97338,992.25325,376.49499,3951.285,30.394,2621.063,2009_4_Ohio
Ohio,2009,3,51.49736,10.32,4313.10175,1093.78957,445.29051,4034.641,36.253,2801.497,2009_3_Ohio
Ohio,2009,2,55.4667,9.66,4770.10617,1049.03733,460.88288,4236.2,39.375,2210.19,2009_2_Ohio
Ohio,2009,1,50.68598,9.4,6195.51166,1240.7706,582.6156,5354.212,45.603,2842.661,2009_1_Ohio
Ohio,2008,12,61.57615,9.48,5521.81635,1152.20356,523.61284,5090.958,57.317,1788.94,2008_12_Ohio
Ohio,2008,11,58.33481,10.21,3984.50458,1038.9177,406.85593,4669.204,36.288,1182.063,2008_11_Ohio
Ohio,2008,10,43.19049,10.64,3363.94163,1048.40048,357.80953,4636.336,42.711,293.235,2008_10_Ohio
Ohio,2008,9,50.53256,10.63,3894.60566,1095.15545,413.91678,4625.793,39.19,1891.683,2008_9_Ohio
Ohio,2008,8,50.69109,10.8,5018.7163,1252.38265,542.15132,5054.082,47.824,4037.013,2008_8_Ohio
Ohio,2008,7,50.16736,10.88,5215.12196,1312.78843,567.56344,5270.756,46.551,5227.616,2008_7_Ohio
Ohio,2008,6,62.02319,10.85,4328.78999,1183.15971,469.78894,4937.483,58.708,3604.676,2008_6_Ohio
Ohio,2008,5,43.01669,10.79,3139.52942,1009.00232,338.83742,4580.256,32.476,149.386,2008_5_Ohio
Ohio,2008,4,46.30718,10.01,3450.70953,962.11055,345.50736,4528.287,35.06,838.29,2008_4_Ohio
Ohio,2008,3,50.91075,9.22,4850.75244,1098.98877,447.32141,4892.974,48.969,1100.04,2008_3_Ohio
Ohio,2008,2,52.73207,9.15,5029.97305,1097.01752,460.05212,5192.216,30.811,1682.98,2008_2_Ohio
Ohio,2008,1,53.89348,8.87,5612.1381,1126.05037,498.02194,5475.127,50.573,1697.226,2008_1_Ohio
Ohio,2007,12,38.43224,8.96,5103.53968,1058.70809,457.52301,5284.707,72.162,2117.531,2007_12_Ohio
Ohio,2007,11,32.19236,9.6,3726.35058,953.6676,357.86931,4876.184,41.298,1356.964,2007_11_Ohio
Ohio,2007,10,34.93463,9.55,3727.36428,1009.37826,355.80099,4971.779,50.254,3784.761,2007_10_Ohio
Ohio,2007,9,36.86155,10.01,4489.60436,1088.22812,449.32703,5048.477,33.771,3875.859,2007_9_Ohio
Ohio,2007,8,36.75811,10.46,5682.21392,1337.20128,594.09598,5801.128,38.096,10107.542,2007_8_Ohio
Ohio,2007,7,38.98101,10.4,4953.65818,1199.47979,515.19834,5368.398,49.457,3798.696,2007_7_Ohio
Ohio,2007,6,36.30367,10.34,4474.90784,1120.07093,462.71182,5071.866,61.236,3114.986,2007_6_Ohio
Ohio,2007,5,34.40871,9.95,3581.98302,1011.33844,356.35296,4462.361,51.158,3051.539,2007_5_Ohio
Ohio,2007,4,35.98862,9.6,3582.09704,936.2355,344.02888,4192.574,46.522,1690.177,2007_4_Ohio
Ohio,2007,3,35.58068,8.76,4585.62677,1003.13283,401.65426,4405.017,45.611,903.766,2007_3_Ohio
Ohio,2007,2,33.71988,8.55,5195.16935,1024.51449,444.04174,4826.183,55.214,1976.507,2007_2_Ohio
Ohio,2007,1,40.98203,8.82,5273.24396,1054.72866,465.34867,5143.407,46.583,1513.268,2007_1_Ohio
Ohio,2006,12,40.81193,8.53,4779.62337,959.60686,407.60915,5004.10595,47.08707,1081.09937,2006_12_Ohio
Ohio,2006,11,41.3247,9.05,3998.31182,915.2523,361.96852,4854.27538,43.0722,1957.90009,2006_11_Ohio
Ohio,2006,10,40.35084,9.57,3472.82241,940.58461,332.49593,4941.04496,41.83272,2245.87714,2006_10_Ohio
Ohio,2006,9,35.77325,9.89,3486.53193,919.24205,344.92396,4602.44886,45.62625,1347.31022,2006_9_Ohio
Ohio,2006,8,39.36406,9.93,5631.57248,1218.39409,559.24396,5511.06344,74.09655,5191.0632,2006_8_Ohio
Ohio,2006,7,39.11971,10.03,5472.46801,1219.99966,548.96962,5561.6182,56.07061,6112.84726,2006_7_Ohio
Ohio,2006,6,38.18077,10.16,4110.75603,1034.59581,417.4578,4937.65954,46.24908,1903.97492,2006_6_Ohio
Ohio,2006,5,35.2535,9.94,3232.94638,916.71331,321.42626,4211.08097,72.58322,1213.34478,2006_5_Ohio
Ohio,2006,4,37.82835,9.33,3336.94791,843.62071,311.40863,4465.07511,34.45458,502.66056,2006_4_Ohio
Ohio,2006,3,35.94567,8.78,4486.1807,981.80213,394.0223,4709.10888,39.98209,563.99976,2006_3_Ohio
Ohio,2006,2,35.54076,8.87,4284.39549,918.69166,380.21544,4835.17575,40.68713,500.05228,2006_2_Ohio
Ohio,2006,1,39.12157,8.28,5082.67544,962.62281,421.02343,4971.67198,42.06178,563.38355,2006_1_Ohio
Ohio,2005,12,35.35503,7.81,5347.5459,973.97432,417.5373,5206.63033,73.49654,1150.97935,2005_12_Ohio
Ohio,2005,11,40.6423,8.55,3793.80292,872.50806,324.43675,4984.518,39.73611,677.46465,2005_11_Ohio
Ohio,2005,10,42.14024,8.7,3676.00702,895.91265,319.82541,4964.65829,54.5142,952.07378,2005_10_Ohio
Ohio,2005,9,36.66832,8.94,4215.74542,957.42265,376.9426,4961.79852,58.99158,2104.23079,2005_9_Ohio
Ohio,2005,8,39.99256,9.08,5691.00139,1151.74038,516.63562,5560.70386,71.74247,6032.02696,2005_8_Ohio
Ohio,2005,7,40.47098,8.98,5667.70072,1117.60908,508.83746,5554.55284,54.33244,6149.49983,2005_7_Ohio
Ohio,2005,6,38.35044,9.15,4510.35822,1021.92426,412.67981,5110.35453,59.77789,4721.33957,2005_6_Ohio
Ohio,2005,5,30.33411,8.97,3295.25532,841.09469,295.46793,4166.66285,55.22084,742.58916,2005_5_Ohio
Ohio,2005,4,38.76789,8.47,3440.79199,800.27735,291.50778,4030.46045,70.71796,1614.08911,2005_4_Ohio
Ohio,2005,3,40.39406,8.05,4492.16394,903.88795,361.66278,5048.33371,52.89376,1524.48255,2005_3_Ohio
Ohio,2005,2,34.36063,7.85,4394.618,853.32061,345.14636,4559.35338,45.70837,606.49287,2005_2_Ohio
Ohio,2005,1,28.11156,7.71,5379.25316,946.00099,414.8382,5459.18229,85.88703,1665.29348,2005_1_Ohio
Ohio,2004,12,30.36851,7.92,5038.33008,906.78197,399.28644,4980.60025,63.92777,276.47137,2004_12_Ohio
Ohio,2004,11,35.80991,8.5,3544.26923,810.24111,301.28121,4199.1254,66.10615,861.68516,2004_11_Ohio
Ohio,2004,10,39.59457,8.64,3323.10706,820.52098,287.19907,4514.19623,47.57053,68.20749,2004_10_Ohio
Ohio,2004,9,36.17469,8.83,3892.44386,880.20749,343.80198,4481.82029,57.65276,1399.74677,2004_9_Ohio
Ohio,2004,8,37.7285,9.13,4452.70333,981.07576,406.40574,4659.9819,42.2537,2634.03958,2004_8_Ohio
Ohio,2004,7,36.94016,8.97,4786.34018,998.69343,429.46361,4942.63406,45.95257,2842.94555,2004_7_Ohio
Ohio,2004,6,35.60061,9.09,4104.39242,936.31914,372.9691,4806.72379,60.42052,2668.23592,2004_6_Ohio
Ohio,2004,5,31.81028,8.78,3239.49391,830.3478,284.52872,4538.36168,70.35825,4106.56954,2004_5_Ohio
Ohio,2004,4,33.76301,8.56,3415.89474,799.29754,292.29309,3957.64289,44.04411,809.00497,2004_4_Ohio
Ohio,2004,3,35.58218,8.27,4162.00576,873.46116,344.38408,4366.09519,69.59531,881.2501,2004_3_Ohio
Ohio,2004,2,37.14726,7.69,4630.49982,843.39054,355.93224,4351.61857,73.44181,888.25567,2004_2_Ohio
Ohio,2004,1,37.2575,7.59,5710.5576,948.86009,433.59372,5195.14576,99.86044,821.64513,2004_1_Ohio
Ohio,2003,12,39.161,7.7,4845.5891,859.29388,372.87501,4987.579,52.829,713.139,2003_12_Ohio
Ohio,2003,11,35.689,8.23,3363.36139,770.11447,276.87734,4826.892,42.359,751.258,2003_11_Ohio
Ohio,2003,10,40.487,8.48,3338.12671,810.16916,283.18619,4908.603,51.634,607.833,2003_10_Ohio
Ohio,2003,9,39.331,8.72,3770.53271,828.05999,328.81282,4762.695,47.747,953.869,2003_9_Ohio
Ohio,2003,8,40.503,8.68,4867.95554,999.29085,422.5793,5351.029,95.142,6890.888,2003_8_Ohio
Ohio,2003,7,36.221,9.02,4994.0723,1018.8544,450.46801,5002.555,83.961,2489.452,2003_7_Ohio
Ohio,2003,6,28.608,8.96,3563.08811,839.28648,319.38755,4506.952,54.952,1052.056,2003_6_Ohio
Ohio,2003,5,37.437,8.83,3172.11508,803.64329,280.04388,4533.388,69.166,886.73,2003_5_Ohio
Ohio,2003,4,35.888,8.45,3087.25553,743.43289,260.84311,4104.934,91.672,1393.216,2003_4_Ohio
Ohio,2003,3,35.486,7.76,4398.90101,838.77249,341.44378,4513.329,87.589,1377.064,2003_3_Ohio
Ohio,2003,2,34.272,7.57,4609.84926,831.53579,349.04309,4557.587,122.941,730.251,2003_2_Ohio
Ohio,2003,1,37.635,7.4,5609.73127,903.33031,414.86292,5168.783,68.978,927.938,2003_1_Ohio
Ohio,2002,12,11.632,7.41,4792.93846,827.62277,355.09664,4894.573,36.578,427.533,2002_12_Ohio
Ohio,2002,11,10.296,7.93,3587.72179,762.25522,284.3872,4438.335,47.583,409.879,2002_11_Ohio
Ohio,2002,10,13.351,8.36,3454.28671,822.08892,288.92291,4477.859,62.727,1034.39,2002_10_Ohio
Ohio,2002,9,14.229,8.6,4155.6936,892.32495,357.39962,4533.758,61.111,3174.988,2002_9_Ohio
Ohio,2002,8,12.103,8.73,5380.79151,1040.19755,469.5342,5067.847,54.027,5334.889,2002_8_Ohio
Ohio,2002,7,17.436,8.84,5754.35729,1091.14382,508.89895,5303.861,66.303,6411.172,2002_7_Ohio
Ohio,2002,6,12.397,8.65,4202.73337,939.04092,363.56869,4964.916,46.084,2443.824,2002_6_Ohio
Ohio,2002,5,12.161,9.04,3155.58163,807.93384,285.14632,4654.115,85.109,654.633,2002_5_Ohio
Ohio,2002,4,12.882,8.18,3446.88739,774.15693,281.92847,4270.38,55.228,1261.372,2002_4_Ohio
Ohio,2002,3,13.417,7.78,4119.89923,821.61143,320.3709,4628.746,68.961,644.795,2002_3_Ohio
Ohio,2002,2,9.763,7.84,3685.37626,765.35652,288.7503,4026.47,35.748,740.207,2002_2_Ohio
Ohio,2002,1,11.64,7.59,5127.37575,838.86911,389.3028,4656.496,58.732,184.212,2002_1_Ohio
Ohio,2001,12,37.324,7.69,4063.81103,793.06557,312.42227,4625.336,33.485,191.162,2001_12_Ohio
Ohio,2001,11,35.861,7.95,3319.20528,733.88586,263.84633,4097.99,47.244,403.781,2001_11_Ohio
Ohio,2001,10,33.359,8.35,3196.76976,808.54984,266.82473,4050.366,52.802,353.506,2001_10_Ohio
Ohio,2001,9,36.966,8.78,3445.04715,827.65692,302.39193,4155.357,44.452,626.88,2001_9_Ohio
Ohio,2001,8,36.207,8.86,5084.12532,1039.12141,450.7065,5141.413,71.212,2889.449,2001_8_Ohio
Ohio,2001,7,33.211,9.01,4808.91952,1003.48127,433.39794,4822.125,70.236,2372.289,2001_7_Ohio
Ohio,2001,6,33.012,9.28,3561.75234,880.43519,330.68238,4479.697,52.76,922.534,2001_6_Ohio
Ohio,2001,5,33.392,8.93,3108.4299,840.81931,277.7029,4333.169,81.552,1060.335,2001_5_Ohio
Ohio,2001,4,35.595,8.38,3278.86713,770.53548,274.73624,4145.605,113.423,601.551,2001_4_Ohio
Ohio,2001,3,39.83,7.99,4034.49837,847.94726,322.44095,4756.954,85.493,570.691,2001_3_Ohio
Ohio,2001,2,34.428,7.87,4011.77856,841.805,315.53275,4286.861,39.957,271.347,2001_2_Ohio
Ohio,2001,1,41.776,7.59,5432.95864,922.14789,412.31709,4939.297,105.342,281.157,2001_1_Ohio
Oklahoma,2017,7,1499.14502,10.29,2768.242,537.36545,284.94647,1092.303,null,33637.652,2017_7_Oklahoma
Oklahoma,2017,6,1886.57241,10.53,2189.28454,470.1935,230.63793,995.315,10.68,24071.363,2017_6_Oklahoma
Oklahoma,2017,5,2022.76572,10.74,1514.29034,371.80279,162.60395,617.46,null,17864.667,2017_5_Oklahoma
Oklahoma,2017,4,2432.71829,11.83,1287.38614,348.47417,152.31551,492.708,1.434,16318.448,2017_4_Oklahoma
Oklahoma,2017,3,2527.26422,10.54,1513.91703,354.33697,159.55737,813.428,2.434,12121.398,2017_3_Oklahoma
Oklahoma,2017,2,2147.90212,11.07,1406.8737,329.31826,155.76506,806.367,1.73,10375.357,2017_2_Oklahoma
Oklahoma,2017,1,2073.56156,9.09,2118.2427,378.7529,192.64296,932.565,2.901,13768.85,2017_1_Oklahoma
Oklahoma,2016,12,1795.2257,9.3,1992.60496,376.9576,185.29848,1382.736,1.444,16442.061,2016_12_Oklahoma
Oklahoma,2016,11,1724.63949,9.4,1311.67627,293.26181,123.34811,905.55,1.761,20889.346,2016_11_Oklahoma
Oklahoma,2016,10,2086.30946,11.03,1646.90305,386.79285,181.693,1453.136,1.624,18559.232,2016_10_Oklahoma
Oklahoma,2016,9,1529.38273,11.11,2147.16542,468.6243,238.48955,1247.219,6.884,25575.232,2016_9_Oklahoma
Oklahoma,2016,8,1261.94031,10.51,2732.42332,529.98707,287.30342,1446.852,1.507,29527.492,2016_8_Oklahoma
Oklahoma,2016,7,1753.6169,9.99,2947.76592,533.8098,294.46175,1267.027,0.58,33631.68,2016_7_Oklahoma
Oklahoma,2016,6,1406.33947,9.99,2326.40754,463.00928,232.3911,989.421,5.909,31429.964,2016_6_Oklahoma
Oklahoma,2016,5,1728.45407,10.73,1451.65719,344.12468,155.72209,514.051,1.565,22842.771,2016_5_Oklahoma
Oklahoma,2016,4,1687.94801,10.93,1267.2404,301.20908,138.48873,460.68,1.463,20250.147,2016_4_Oklahoma
Oklahoma,2016,3,2017.99106,10.24,1438.3163,309.30541,147.30233,651.698,4.03,17665.94,2016_3_Oklahoma
Oklahoma,2016,2,1788.60673,9.63,1669.31395,315.3719,160.83495,816.263,0.462,16019.54,2016_2_Oklahoma
Oklahoma,2016,1,1451.11358,8.3,2177.95012,347.5169,180.70329,1035.038,3.662,21554.562,2016_1_Oklahoma
Oklahoma,2015,12,1472.66059,9.1,1746.76238,335.78537,158.94993,847.386,2.653,23028.088,2015_12_Oklahoma
Oklahoma,2015,11,1617.27845,10.39,1278.70034,318.81025,132.86587,939.897,1.229,20466.73,2015_11_Oklahoma
Oklahoma,2015,10,1091.19903,11.27,1414.36423,365.21675,159.46015,1358.994,1.561,16296.565,2015_10_Oklahoma
Oklahoma,2015,9,1321.52521,10.7,2163.7717,480.1492,231.49396,1349.769,3.186,20186.715,2015_9_Oklahoma
Oklahoma,2015,8,979.19026,10.39,2586.48663,526.32107,268.70568,1675.276,0.242,27985.528,2015_8_Oklahoma
Oklahoma,2015,7,1164.83756,10.09,2722.31627,536.63319,274.57971,1721.141,1.013,30269.572,2015_7_Oklahoma
Oklahoma,2015,6,1141.70286,10.41,2184.88907,482.32555,227.33726,1540.638,2.827,22031.591,2015_6_Oklahoma
Oklahoma,2015,5,1167.2207,11.17,1403.30338,362.50741,156.73459,1125.321,1.875,17038.951,2015_5_Oklahoma
Oklahoma,2015,4,1257.13669,11.32,1234.24101,331.41006,139.72273,1022.453,0.122,16856.362,2015_4_Oklahoma
Oklahoma,2015,3,965.54659,9.63,1771.05721,356.35486,170.63307,1303.815,2.13,18834.827,2015_3_Oklahoma
Oklahoma,2015,2,1107.06832,9.58,1871.72513,365.27349,179.29874,1284.614,0.101,20713.872,2015_2_Oklahoma
Oklahoma,2015,1,1083.25463,8.66,2238.20662,385.1995,193.81001,1477.395,0.042,20691.713,2015_1_Oklahoma
Oklahoma,2014,12,1031.85478,8.98,1971.62696,372.79668,176.96706,1425.411,0.771,15992.837,2014_12_Oklahoma
Oklahoma,2014,11,1217.40027,9.7,1557.59882,352.91169,151.13563,1327.837,1.126,12768.386,2014_11_Oklahoma
Oklahoma,2014,10,931.19303,10.83,1534.00289,392.11444,166.08093,1298.962,0.892,14936.984,2014_10_Oklahoma
Oklahoma,2014,9,904.92214,11.21,2029.94752,477.3571,227.51109,1657.91,3.022,15558.699,2014_9_Oklahoma
Oklahoma,2014,8,809.53882,10.2,2624.60585,548.00608,267.69725,1895.196,1.5,25905.4,2014_8_Oklahoma
Oklahoma,2014,7,811.26598,10.58,2398.60943,521.3817,253.65626,1708.922,1.124,21081.666,2014_7_Oklahoma
Oklahoma,2014,6,1124.22985,10.49,2101.29647,479.23658,220.4714,1790.089,1.177,16771.309,2014_6_Oklahoma
Oklahoma,2014,5,978.0244,10.51,1565.9647,388.68476,164.5402,1617.001,3.465,14598.726,2014_5_Oklahoma
Oklahoma,2014,4,1279.75985,11.13,1311.59967,345.20433,146.04554,1217.976,2.681,15822.93,2014_4_Oklahoma
Oklahoma,2014,3,1209.30995,9.73,1809.81425,377.27957,176.1724,1495.98,4.302,13307.953,2014_3_Oklahoma
Oklahoma,2014,2,772.82314,9.37,2064.3074,388.01183,193.33075,1573.572,1.47,20290.615,2014_2_Oklahoma
Oklahoma,2014,1,1204.86596,8.38,2381.77005,393.41203,199.59049,1733.837,0.38,20541.657,2014_1_Oklahoma
