Category,Resource,State,Year,Month,Value(thousand Mcf),state_year_month
Total consumption , natural gas , West South Central (total) ,2008,10,153668.434, West South Central (total) 200810
Total consumption , natural gas , West South Central (total) ,2008,9,162767.851, West South Central (total) 20089
Total consumption , natural gas , West South Central (total) ,2008,8,239254.76, West South Central (total) 20088
Total consumption , natural gas , West South Central (total) ,2008,7,247303.537, West South Central (total) 20087
Total consumption , natural gas , West South Central (total) ,2008,6,224753.524, West South Central (total) 20086
Total consumption , natural gas , West South Central (total) ,2008,5,177316.242, West South Central (total) 20085
Total consumption , natural gas , West South Central (total) ,2008,4,141283.265, West South Central (total) 20084
Total consumption , natural gas , West South Central (total) ,2008,3,143085.144, West South Central (total) 20083
Total consumption , natural gas , West South Central (total) ,2008,2,125933.956, West South Central (total) 20082
Total consumption , natural gas , West South Central (total) ,2008,1,153928.023, West South Central (total) 20081
Total consumption , natural gas , West South Central (total) ,2007,12,134347.49, West South Central (total) 200712
Total consumption , natural gas , West South Central (total) ,2007,11,125099.721, West South Central (total) 200711
Total consumption , natural gas , West South Central (total) ,2007,10,171690.169, West South Central (total) 200710
Total consumption , natural gas , West South Central (total) ,2007,9,202787.266, West South Central (total) 20079
Total consumption , natural gas , West South Central (total) ,2007,8,272132.076, West South Central (total) 20078
Total consumption , natural gas , West South Central (total) ,2007,7,211913.915, West South Central (total) 20077
Total consumption , natural gas , West South Central (total) ,2007,6,195142.743, West South Central (total) 20076
Total consumption , natural gas , West South Central (total) ,2007,5,163043.924, West South Central (total) 20075
Total consumption , natural gas , West South Central (total) ,2007,4,149501.423, West South Central (total) 20074
Total consumption , natural gas , West South Central (total) ,2007,3,144028.731, West South Central (total) 20073
Total consumption , natural gas , West South Central (total) ,2007,2,128338.478, West South Central (total) 20072
Total consumption , natural gas , West South Central (total) ,2007,1,150227.597, West South Central (total) 20071
Total consumption , natural gas , West South Central (total) ,2006,12,127711.5106, West South Central (total) 200612
Total consumption , natural gas , West South Central (total) ,2006,11,116025.733, West South Central (total) 200611
Total consumption , natural gas , West South Central (total) ,2006,10,158703.8939, West South Central (total) 200610
Total consumption , natural gas , West South Central (total) ,2006,9,173261.3706, West South Central (total) 20069
Total consumption , natural gas , West South Central (total) ,2006,8,271698.5835, West South Central (total) 20068
Total consumption , natural gas , West South Central (total) ,2006,7,247252.8438, West South Central (total) 20067
Total consumption , natural gas , West South Central (total) ,2006,6,216364.9988, West South Central (total) 20066
Total consumption , natural gas , West South Central (total) ,2006,5,186693.5573, West South Central (total) 20065
Total consumption , natural gas , West South Central (total) ,2006,4,162321.6869, West South Central (total) 20064
Total consumption , natural gas , West South Central (total) ,2006,3,130024.8614, West South Central (total) 20063
Total consumption , natural gas , West South Central (total) ,2006,2,117412.5722, West South Central (total) 20062
Total consumption , natural gas , West South Central (total) ,2006,1,101770.9845, West South Central (total) 20061
Total consumption , natural gas , West South Central (total) ,2005,12,141414.4205, West South Central (total) 200512
Total consumption , natural gas , West South Central (total) ,2005,11,126070.1163, West South Central (total) 200511
Total consumption , natural gas , West South Central (total) ,2005,10,160978.8272, West South Central (total) 200510
Total consumption , natural gas , West South Central (total) ,2005,9,209893.5494, West South Central (total) 20059
Total consumption , natural gas , West South Central (total) ,2005,8,252099.3254, West South Central (total) 20058
Total consumption , natural gas , West South Central (total) ,2005,7,247962.2696, West South Central (total) 20057
Total consumption , natural gas , West South Central (total) ,2005,6,224451.0361, West South Central (total) 20056
Total consumption , natural gas , West South Central (total) ,2005,5,168535.3726, West South Central (total) 20055
Total consumption , natural gas , West South Central (total) ,2005,4,143321.085, West South Central (total) 20054
Total consumption , natural gas , West South Central (total) ,2005,3,130219.0023, West South Central (total) 20053
Total consumption , natural gas , West South Central (total) ,2005,2,110901.4508, West South Central (total) 20052
Total consumption , natural gas , West South Central (total) ,2005,1,126603.9276, West South Central (total) 20051
Total consumption , natural gas , West South Central (total) ,2004,12,124131.723, West South Central (total) 200412
Total consumption , natural gas , West South Central (total) ,2004,11,116895.4062, West South Central (total) 200411
Total consumption , natural gas , West South Central (total) ,2004,10,162766.1992, West South Central (total) 200410
Total consumption , natural gas , West South Central (total) ,2004,9,180170.8439, West South Central (total) 20049
Total consumption , natural gas , West South Central (total) ,2004,8,215076.0738, West South Central (total) 20048
Total consumption , natural gas , West South Central (total) ,2004,7,216177.8891, West South Central (total) 20047
Total consumption , natural gas , West South Central (total) ,2004,6,183404.2435, West South Central (total) 20046
Total consumption , natural gas , West South Central (total) ,2004,5,162016.8022, West South Central (total) 20045
Total consumption , natural gas , West South Central (total) ,2004,4,138503.8464, West South Central (total) 20044
Total consumption , natural gas , West South Central (total) ,2004,3,134245.053, West South Central (total) 20043
Total consumption , natural gas , West South Central (total) ,2004,2,123943.391, West South Central (total) 20042
Total consumption , natural gas , West South Central (total) ,2004,1,122482.1686, West South Central (total) 20041
Total consumption , natural gas , West South Central (total) ,2003,12,117210.885, West South Central (total) 200312
Total consumption , natural gas , West South Central (total) ,2003,11,116608.241, West South Central (total) 200311
Total consumption , natural gas , West South Central (total) ,2003,10,139448.083, West South Central (total) 200310
Total consumption , natural gas , West South Central (total) ,2003,9,161999.213, West South Central (total) 20039
Total consumption , natural gas , West South Central (total) ,2003,8,255037.898, West South Central (total) 20038
Total consumption , natural gas , West South Central (total) ,2003,7,240694.539, West South Central (total) 20037
Total consumption , natural gas , West South Central (total) ,2003,6,192254.987, West South Central (total) 20036
Total consumption , natural gas , West South Central (total) ,2003,5,181771.008, West South Central (total) 20035
Total consumption , natural gas , West South Central (total) ,2003,4,136431.228, West South Central (total) 20034
Total consumption , natural gas , West South Central (total) ,2003,3,130955.996, West South Central (total) 20033
Total consumption , natural gas , West South Central (total) ,2003,2,130321.676, West South Central (total) 20032
Total consumption , natural gas , West South Central (total) ,2003,1,140610.898, West South Central (total) 20031
Total consumption , natural gas , West South Central (total) ,2002,12,125825.267, West South Central (total) 200212
Total consumption , natural gas , West South Central (total) ,2002,11,128273.071, West South Central (total) 200211
Total consumption , natural gas , West South Central (total) ,2002,10,163919.81, West South Central (total) 200210
Total consumption , natural gas , West South Central (total) ,2002,9,207627.394, West South Central (total) 20029
Total consumption , natural gas , West South Central (total) ,2002,8,268633.507, West South Central (total) 20028
Total consumption , natural gas , West South Central (total) ,2002,7,257497.289, West South Central (total) 20027
Total consumption , natural gas , West South Central (total) ,2002,6,215417.149, West South Central (total) 20026
Total consumption , natural gas , West South Central (total) ,2002,5,170453.673, West South Central (total) 20025
Total consumption , natural gas , West South Central (total) ,2002,4,163518.722, West South Central (total) 20024
Total consumption , natural gas , West South Central (total) ,2002,3,145680.672, West South Central (total) 20023
Total consumption , natural gas , West South Central (total) ,2002,2,126363.245, West South Central (total) 20022
Total consumption , natural gas , West South Central (total) ,2002,1,138086.189, West South Central (total) 20021
Total consumption , natural gas , West South Central (total) ,2001,12,114563.391, West South Central (total) 200112
Total consumption , natural gas , West South Central (total) ,2001,11,114251.062, West South Central (total) 200111
Total consumption , natural gas , West South Central (total) ,2001,10,154349.491, West South Central (total) 200110
Total consumption , natural gas , West South Central (total) ,2001,9,181472.323, West South Central (total) 20019
Total consumption , natural gas , West South Central (total) ,2001,8,260544.069, West South Central (total) 20018
Total consumption , natural gas , West South Central (total) ,2001,7,256339.789, West South Central (total) 20017
Total consumption , natural gas , West South Central (total) ,2001,6,191585.789, West South Central (total) 20016
Total consumption , natural gas , West South Central (total) ,2001,5,166770.433, West South Central (total) 20015
Total consumption , natural gas , West South Central (total) ,2001,4,150074.836, West South Central (total) 20014
Total consumption , natural gas , West South Central (total) ,2001,3,125194.322, West South Central (total) 20013
Total consumption , natural gas , West South Central (total) ,2001,2,106492.361, West South Central (total) 20012
Total consumption , natural gas , West South Central (total) ,2001,1,127479.027, West South Central (total) 20011
Total consumption , natural gas , West Virginia ,2017,7,1442.582, West Virginia 20177
Total consumption , natural gas , West Virginia ,2017,6,946.222, West Virginia 20176
Total consumption , natural gas , West Virginia ,2017,5,532.52, West Virginia 20175
Total consumption , natural gas , West Virginia ,2017,4,279.035, West Virginia 20174
Total consumption , natural gas , West Virginia ,2017,3,null, West Virginia 20173
Total consumption , natural gas , West Virginia ,2017,2,null, West Virginia 20172
Total consumption , natural gas , West Virginia ,2017,1,null, West Virginia 20171
Total consumption , natural gas , West Virginia ,2016,12,163.741, West Virginia 201612
Total consumption , natural gas , West Virginia ,2016,11,386.453, West Virginia 201611
Total consumption , natural gas , West Virginia ,2016,10,1661.775, West Virginia 201610
Total consumption , natural gas , West Virginia ,2016,9,1149.61, West Virginia 20169
Total consumption , natural gas , West Virginia ,2016,8,686.375, West Virginia 20168
Total consumption , natural gas , West Virginia ,2016,7,679.522, West Virginia 20167
Total consumption , natural gas , West Virginia ,2016,6,1309.009, West Virginia 20166
Total consumption , natural gas , West Virginia ,2016,5,1666.298, West Virginia 20165
Total consumption , natural gas , West Virginia ,2016,4,1100.493, West Virginia 20164
Total consumption , natural gas , West Virginia ,2016,3,1073.921, West Virginia 20163
Total consumption , natural gas , West Virginia ,2016,2,225.78, West Virginia 20162
Total consumption , natural gas , West Virginia ,2016,1,208.128, West Virginia 20161
Total consumption , natural gas , West Virginia ,2015,12,509.099, West Virginia 201512
Total consumption , natural gas , West Virginia ,2015,11,754.098, West Virginia 201511
Total consumption , natural gas , West Virginia ,2015,10,1536.398, West Virginia 201510
Total consumption , natural gas , West Virginia ,2015,9,1739.66, West Virginia 20159
Total consumption , natural gas , West Virginia ,2015,8,1869.826, West Virginia 20158
Total consumption , natural gas , West Virginia ,2015,7,2142.388, West Virginia 20157
Total consumption , natural gas , West Virginia ,2015,6,1612.062, West Virginia 20156
Total consumption , natural gas , West Virginia ,2015,5,1211.084, West Virginia 20155
Total consumption , natural gas , West Virginia ,2015,4,802.948, West Virginia 20154
Total consumption , natural gas , West Virginia ,2015,3,357.925, West Virginia 20153
Total consumption , natural gas , West Virginia ,2015,2,429.958, West Virginia 20152
Total consumption , natural gas , West Virginia ,2015,1,255.724, West Virginia 20151
Total consumption , natural gas , West Virginia ,2014,12,214.557, West Virginia 201412
Total consumption , natural gas , West Virginia ,2014,11,319.251, West Virginia 201411
Total consumption , natural gas , West Virginia ,2014,10,1268.201, West Virginia 201410
Total consumption , natural gas , West Virginia ,2014,9,732.184, West Virginia 20149
Total consumption , natural gas , West Virginia ,2014,8,659.582, West Virginia 20148
Total consumption , natural gas , West Virginia ,2014,7,598.489, West Virginia 20147
Total consumption , natural gas , West Virginia ,2014,6,346.765, West Virginia 20146
Total consumption , natural gas , West Virginia ,2014,5,246.451, West Virginia 20145
Total consumption , natural gas , West Virginia ,2014,4,74.259, West Virginia 20144
Total consumption , natural gas , West Virginia ,2014,3,478.549, West Virginia 20143
Total consumption , natural gas , West Virginia ,2014,2,723.31, West Virginia 20142
Total consumption , natural gas , West Virginia ,2014,1,1049.832, West Virginia 20141
Total consumption , natural gas , West Virginia ,2013,12,136.364, West Virginia 201312
Total consumption , natural gas , West Virginia ,2013,11,50.219, West Virginia 201311
Total consumption , natural gas , West Virginia ,2013,10,43.466, West Virginia 201310
Total consumption , natural gas , West Virginia ,2013,9,222.355, West Virginia 20139
Total consumption , natural gas , West Virginia ,2013,8,239.679, West Virginia 20138
Total consumption , natural gas , West Virginia ,2013,7,846.301, West Virginia 20137
Total consumption , natural gas , West Virginia ,2013,6,224.059, West Virginia 20136
Total consumption , natural gas , West Virginia ,2013,5,351.964, West Virginia 20135
Total consumption , natural gas , West Virginia ,2013,4,178.519, West Virginia 20134
Total consumption , natural gas , West Virginia ,2013,3,155.258, West Virginia 20133
Total consumption , natural gas , West Virginia ,2013,2,165.376, West Virginia 20132
Total consumption , natural gas , West Virginia ,2013,1,226.639, West Virginia 20131
Total consumption , natural gas , West Virginia ,2012,12,41.939, West Virginia 201212
Total consumption , natural gas , West Virginia ,2012,11,122.038, West Virginia 201211
Total consumption , natural gas , West Virginia ,2012,10,169.669, West Virginia 201210
Total consumption , natural gas , West Virginia ,2012,9,149.801, West Virginia 20129
Total consumption , natural gas , West Virginia ,2012,8,288.992, West Virginia 20128
Total consumption , natural gas , West Virginia ,2012,7,550.181, West Virginia 20127
Total consumption , natural gas , West Virginia ,2012,6,194.3, West Virginia 20126
Total consumption , natural gas , West Virginia ,2012,5,286.525, West Virginia 20125
Total consumption , natural gas , West Virginia ,2012,4,164.92, West Virginia 20124
Total consumption , natural gas , West Virginia ,2012,3,112.522, West Virginia 20123
Total consumption , natural gas , West Virginia ,2012,2,112.612, West Virginia 20122
Total consumption , natural gas , West Virginia ,2012,1,167.363, West Virginia 20121
Total consumption , natural gas , West Virginia ,2011,12,55.095, West Virginia 201112
Total consumption , natural gas , West Virginia ,2011,11,27.009, West Virginia 201111
Total consumption , natural gas , West Virginia ,2011,10,10.577, West Virginia 201110
Total consumption , natural gas , West Virginia ,2011,9,423.335, West Virginia 20119
Total consumption , natural gas , West Virginia ,2011,8,355.608, West Virginia 20118
Total consumption , natural gas , West Virginia ,2011,7,621.431, West Virginia 20117
Total consumption , natural gas , West Virginia ,2011,6,436.363, West Virginia 20116
Total consumption , natural gas , West Virginia ,2011,5,422.171, West Virginia 20115
Total consumption , natural gas , West Virginia ,2011,4,46.498, West Virginia 20114
Total consumption , natural gas , West Virginia ,2011,3,46.444, West Virginia 20113
Total consumption , natural gas , West Virginia ,2011,2,38.548, West Virginia 20112
Total consumption , natural gas , West Virginia ,2011,1,95.807, West Virginia 20111
Total consumption , natural gas , West Virginia ,2010,12,201.592, West Virginia 201012
Total consumption , natural gas , West Virginia ,2010,11,47.641, West Virginia 201011
Total consumption , natural gas , West Virginia ,2010,10,17.206, West Virginia 201010
Total consumption , natural gas , West Virginia ,2010,9,186.578, West Virginia 20109
Total consumption , natural gas , West Virginia ,2010,8,360.332, West Virginia 20108
Total consumption , natural gas , West Virginia ,2010,7,286.623, West Virginia 20107
Total consumption , natural gas , West Virginia ,2010,6,96.974, West Virginia 20106
Total consumption , natural gas , West Virginia ,2010,5,72.147, West Virginia 20105
Total consumption , natural gas , West Virginia ,2010,4,52.969, West Virginia 20104
Total consumption , natural gas , West Virginia ,2010,3,22.781, West Virginia 20103
Total consumption , natural gas , West Virginia ,2010,2,52.961, West Virginia 20102
Total consumption , natural gas , West Virginia ,2010,1,82.601, West Virginia 20101
Total consumption , natural gas , West Virginia ,2009,12,86.493, West Virginia 200912
Total consumption , natural gas , West Virginia ,2009,11,112.626, West Virginia 200911
Total consumption , natural gas , West Virginia ,2009,10,100.354, West Virginia 200910
Total consumption , natural gas , West Virginia ,2009,9,97.939, West Virginia 20099
Total consumption , natural gas , West Virginia ,2009,8,98.951, West Virginia 20098
Total consumption , natural gas , West Virginia ,2009,7,34.294, West Virginia 20097
Total consumption , natural gas , West Virginia ,2009,6,70.983, West Virginia 20096
Total consumption , natural gas , West Virginia ,2009,5,76.344, West Virginia 20095
Total consumption , natural gas , West Virginia ,2009,4,97.008, West Virginia 20094
Total consumption , natural gas , West Virginia ,2009,3,81.491, West Virginia 20093
Total consumption , natural gas , West Virginia ,2009,2,144.233, West Virginia 20092
Total consumption , natural gas , West Virginia ,2009,1,108.274, West Virginia 20091
Total consumption , natural gas , West Virginia ,2008,12,166.77, West Virginia 200812
Total consumption , natural gas , West Virginia ,2008,11,140.822, West Virginia 200811
Total consumption , natural gas , West Virginia ,2008,10,61.604, West Virginia 200810
Total consumption , natural gas , West Virginia ,2008,9,161.623, West Virginia 20089
Total consumption , natural gas , West Virginia ,2008,8,175.122, West Virginia 20088
Total consumption , natural gas , West Virginia ,2008,7,101.423, West Virginia 20087
Total consumption , natural gas , West Virginia ,2008,6,213.227, West Virginia 20086
Total consumption , natural gas , West Virginia ,2008,5,89.395, West Virginia 20085
Total consumption , natural gas , West Virginia ,2008,4,156.323, West Virginia 20084
Total consumption , natural gas , West Virginia ,2008,3,192.643, West Virginia 20083
Total consumption , natural gas , West Virginia ,2008,2,214.812, West Virginia 20082
Total consumption , natural gas , West Virginia ,2008,1,215.054, West Virginia 20081
Total consumption , natural gas , West Virginia ,2007,12,271.273, West Virginia 200712
Total consumption , natural gas , West Virginia ,2007,11,221.731, West Virginia 200711
Total consumption , natural gas , West Virginia ,2007,10,240.003, West Virginia 200710
Total consumption , natural gas , West Virginia ,2007,9,416.607, West Virginia 20079
Total consumption , natural gas , West Virginia ,2007,8,926.24, West Virginia 20078
Total consumption , natural gas , West Virginia ,2007,7,350.977, West Virginia 20077
Total consumption , natural gas , West Virginia ,2007,6,257.235, West Virginia 20076
Total consumption , natural gas , West Virginia ,2007,5,183.505, West Virginia 20075
Total consumption , natural gas , West Virginia ,2007,4,233.238, West Virginia 20074
Total consumption , natural gas , West Virginia ,2007,3,191.002, West Virginia 20073
Total consumption , natural gas , West Virginia ,2007,2,279.006, West Virginia 20072
Total consumption , natural gas , West Virginia ,2007,1,278.504, West Virginia 20071
Total consumption , natural gas , West Virginia ,2006,12,144.1387, West Virginia 200612
Total consumption , natural gas , West Virginia ,2006,11,347.59604, West Virginia 200611
Total consumption , natural gas , West Virginia ,2006,10,301.21509, West Virginia 200610
Total consumption , natural gas , West Virginia ,2006,9,156.00816, West Virginia 20069
Total consumption , natural gas , West Virginia ,2006,8,757.46884, West Virginia 20068
Total consumption , natural gas , West Virginia ,2006,7,919.721, West Virginia 20067
Total consumption , natural gas , West Virginia ,2006,6,252.42699, West Virginia 20066
Total consumption , natural gas , West Virginia ,2006,5,262.98273, West Virginia 20065
Total consumption , natural gas , West Virginia ,2006,4,122.3438, West Virginia 20064
Total consumption , natural gas , West Virginia ,2006,3,141.41551, West Virginia 20063
Total consumption , natural gas , West Virginia ,2006,2,123.69613, West Virginia 20062
Total consumption , natural gas , West Virginia ,2006,1,134.88702, West Virginia 20061
Total consumption , natural gas , West Virginia ,2005,12,327.35328, West Virginia 200512
Total consumption , natural gas , West Virginia ,2005,11,183.91317, West Virginia 200511
Total consumption , natural gas , West Virginia ,2005,10,91.28904, West Virginia 200510
Total consumption , natural gas , West Virginia ,2005,9,73.11234, West Virginia 20059
Total consumption , natural gas , West Virginia ,2005,8,459.03767, West Virginia 20058
Total consumption , natural gas , West Virginia ,2005,7,268.24373, West Virginia 20057
Total consumption , natural gas , West Virginia ,2005,6,153.12162, West Virginia 20056
Total consumption , natural gas , West Virginia ,2005,5,89.17988, West Virginia 20055
Total consumption , natural gas , West Virginia ,2005,4,113.78303, West Virginia 20054
Total consumption , natural gas , West Virginia ,2005,3,201.56718, West Virginia 20053
Total consumption , natural gas , West Virginia ,2005,2,99.40051, West Virginia 20052
Total consumption , natural gas , West Virginia ,2005,1,226.81556, West Virginia 20051
Total consumption , natural gas , West Virginia ,2004,12,93.3398, West Virginia 200412
Total consumption , natural gas , West Virginia ,2004,11,42.3009, West Virginia 200411
Total consumption , natural gas , West Virginia ,2004,10,65.08607, West Virginia 200410
Total consumption , natural gas , West Virginia ,2004,9,68.52911, West Virginia 20049
Total consumption , natural gas , West Virginia ,2004,8,85.64032, West Virginia 20048
Total consumption , natural gas , West Virginia ,2004,7,81.75665, West Virginia 20047
Total consumption , natural gas , West Virginia ,2004,6,197.24432, West Virginia 20046
Total consumption , natural gas , West Virginia ,2004,5,234.99701, West Virginia 20045
Total consumption , natural gas , West Virginia ,2004,4,382.00769, West Virginia 20044
Total consumption , natural gas , West Virginia ,2004,3,25.0672, West Virginia 20043
Total consumption , natural gas , West Virginia ,2004,2,76.29424, West Virginia 20042
Total consumption , natural gas , West Virginia ,2004,1,54.06469, West Virginia 20041
Total consumption , natural gas , West Virginia ,2003,12,150.703, West Virginia 200312
Total consumption , natural gas , West Virginia ,2003,11,168.806, West Virginia 200311
Total consumption , natural gas , West Virginia ,2003,10,115.71, West Virginia 200310
Total consumption , natural gas , West Virginia ,2003,9,205.704, West Virginia 20039
Total consumption , natural gas , West Virginia ,2003,8,601.611, West Virginia 20038
Total consumption , natural gas , West Virginia ,2003,7,284.266, West Virginia 20037
Total consumption , natural gas , West Virginia ,2003,6,143.72, West Virginia 20036
Total consumption , natural gas , West Virginia ,2003,5,94.66, West Virginia 20035
Total consumption , natural gas , West Virginia ,2003,4,140.316, West Virginia 20034
Total consumption , natural gas , West Virginia ,2003,3,75.786, West Virginia 20033
Total consumption , natural gas , West Virginia ,2003,2,35.526, West Virginia 20032
Total consumption , natural gas , West Virginia ,2003,1,66.841, West Virginia 20031
Total consumption , natural gas , West Virginia ,2002,12,44.875, West Virginia 200212
Total consumption , natural gas , West Virginia ,2002,11,73.346, West Virginia 200211
Total consumption , natural gas , West Virginia ,2002,10,81.093, West Virginia 200210
Total consumption , natural gas , West Virginia ,2002,9,138.87, West Virginia 20029
Total consumption , natural gas , West Virginia ,2002,8,448.402, West Virginia 20028
Total consumption , natural gas , West Virginia ,2002,7,219.127, West Virginia 20027
Total consumption , natural gas , West Virginia ,2002,6,228.735, West Virginia 20026
Total consumption , natural gas , West Virginia ,2002,5,99.273, West Virginia 20025
Total consumption , natural gas , West Virginia ,2002,4,253.233, West Virginia 20024
Total consumption , natural gas , West Virginia ,2002,3,163.9, West Virginia 20023
Total consumption , natural gas , West Virginia ,2002,2,58.394, West Virginia 20022
Total consumption , natural gas , West Virginia ,2002,1,76.208, West Virginia 20021
Total consumption , natural gas , West Virginia ,2001,12,41.22, West Virginia 200112
Total consumption , natural gas , West Virginia ,2001,11,164.53, West Virginia 200111
Total consumption , natural gas , West Virginia ,2001,10,148.489, West Virginia 200110
Total consumption , natural gas , West Virginia ,2001,9,137.748, West Virginia 20019
Total consumption , natural gas , West Virginia ,2001,8,1237.598, West Virginia 20018
Total consumption , natural gas , West Virginia ,2001,7,597.762, West Virginia 20017
Total consumption , natural gas , West Virginia ,2001,6,46.8, West Virginia 20016
Total consumption , natural gas , West Virginia ,2001,5,94.641, West Virginia 20015
Total consumption , natural gas , West Virginia ,2001,4,50.039, West Virginia 20014
Total consumption , natural gas , West Virginia ,2001,3,16.15, West Virginia 20013
Total consumption , natural gas , West Virginia ,2001,2,65.669, West Virginia 20012
Total consumption , natural gas , West Virginia ,2001,1,19.352, West Virginia 20011
Total consumption , natural gas , Wisconsin ,2017,7,14646.867, Wisconsin 20177
Total consumption , natural gas , Wisconsin ,2017,6,8499.176, Wisconsin 20176
Total consumption , natural gas , Wisconsin ,2017,5,5954.8, Wisconsin 20175
Total consumption , natural gas , Wisconsin ,2017,4,5929.193, Wisconsin 20174
Total consumption , natural gas , Wisconsin ,2017,3,8180.665, Wisconsin 20173
Total consumption , natural gas , Wisconsin ,2017,2,5385.106, Wisconsin 20172
Total consumption , natural gas , Wisconsin ,2017,1,6918.578, Wisconsin 20171
Total consumption , natural gas , Wisconsin ,2016,12,6990.775, Wisconsin 201612
Total consumption , natural gas , Wisconsin ,2016,11,6627.975, Wisconsin 201611
Total consumption , natural gas , Wisconsin ,2016,10,5218.31, Wisconsin 201610
Total consumption , natural gas , Wisconsin ,2016,9,8027.356, Wisconsin 20169
Total consumption , natural gas , Wisconsin ,2016,8,15103.116, Wisconsin 20168
Total consumption , natural gas , Wisconsin ,2016,7,14065.304, Wisconsin 20167
Total consumption , natural gas , Wisconsin ,2016,6,11524.177, Wisconsin 20166
Total consumption , natural gas , Wisconsin ,2016,5,9687.57, Wisconsin 20165
Total consumption , natural gas , Wisconsin ,2016,4,9693.331, Wisconsin 20164
Total consumption , natural gas , Wisconsin ,2016,3,13266.841, Wisconsin 20163
Total consumption , natural gas , Wisconsin ,2016,2,10324.358, Wisconsin 20162
Total consumption , natural gas , Wisconsin ,2016,1,10234.533, Wisconsin 20161
Total consumption , natural gas , Wisconsin ,2015,12,9851.705, Wisconsin 201512
Total consumption , natural gas , Wisconsin ,2015,11,7642.418, Wisconsin 201511
Total consumption , natural gas , Wisconsin ,2015,10,7393.136, Wisconsin 201510
Total consumption , natural gas , Wisconsin ,2015,9,8949.977, Wisconsin 20159
Total consumption , natural gas , Wisconsin ,2015,8,8706.333, Wisconsin 20158
Total consumption , natural gas , Wisconsin ,2015,7,10790.945, Wisconsin 20157
Total consumption , natural gas , Wisconsin ,2015,6,8056.23, Wisconsin 20156
Total consumption , natural gas , Wisconsin ,2015,5,7223.139, Wisconsin 20155
Total consumption , natural gas , Wisconsin ,2015,4,6531.137, Wisconsin 20154
Total consumption , natural gas , Wisconsin ,2015,3,8766.763, Wisconsin 20153
Total consumption , natural gas , Wisconsin ,2015,2,8743.904, Wisconsin 20152
Total consumption , natural gas , Wisconsin ,2015,1,7846.532, Wisconsin 20151
Total consumption , natural gas , Wisconsin ,2014,12,5251.007, Wisconsin 201412
Total consumption , natural gas , Wisconsin ,2014,11,5885.473, Wisconsin 201411
Total consumption , natural gas , Wisconsin ,2014,10,7245.331, Wisconsin 201410
Total consumption , natural gas , Wisconsin ,2014,9,4192.158, Wisconsin 20149
Total consumption , natural gas , Wisconsin ,2014,8,5928.526, Wisconsin 20148
Total consumption , natural gas , Wisconsin ,2014,7,4401.491, Wisconsin 20147
Total consumption , natural gas , Wisconsin ,2014,6,4585.6, Wisconsin 20146
Total consumption , natural gas , Wisconsin ,2014,5,5972.637, Wisconsin 20145
Total consumption , natural gas , Wisconsin ,2014,4,4097.124, Wisconsin 20144
Total consumption , natural gas , Wisconsin ,2014,3,3595.86, Wisconsin 20143
Total consumption , natural gas , Wisconsin ,2014,2,4203.129, Wisconsin 20142
Total consumption , natural gas , Wisconsin ,2014,1,4926.247, Wisconsin 20141
Total consumption , natural gas , Wisconsin ,2013,12,4131.95, Wisconsin 201312
Total consumption , natural gas , Wisconsin ,2013,11,4084.585, Wisconsin 201311
Total consumption , natural gas , Wisconsin ,2013,10,4642.672, Wisconsin 201310
Total consumption , natural gas , Wisconsin ,2013,9,4659.72, Wisconsin 20139
Total consumption , natural gas , Wisconsin ,2013,8,7373.921, Wisconsin 20138
Total consumption , natural gas , Wisconsin ,2013,7,7198.189, Wisconsin 20137
Total consumption , natural gas , Wisconsin ,2013,6,4658.716, Wisconsin 20136
Total consumption , natural gas , Wisconsin ,2013,5,3341.965, Wisconsin 20135
Total consumption , natural gas , Wisconsin ,2013,4,5356.356, Wisconsin 20134
Total consumption , natural gas , Wisconsin ,2013,3,5791.112, Wisconsin 20133
Total consumption , natural gas , Wisconsin ,2013,2,4536.495, Wisconsin 20132
Total consumption , natural gas , Wisconsin ,2013,1,5412.614, Wisconsin 20131
Total consumption , natural gas , Wisconsin ,2012,12,4705.484, Wisconsin 201212
Total consumption , natural gas , Wisconsin ,2012,11,5069.052, Wisconsin 201211
Total consumption , natural gas , Wisconsin ,2012,10,2541.378, Wisconsin 201210
Total consumption , natural gas , Wisconsin ,2012,9,4259.152, Wisconsin 20129
Total consumption , natural gas , Wisconsin ,2012,8,8182.927, Wisconsin 20128
Total consumption , natural gas , Wisconsin ,2012,7,15745.501, Wisconsin 20127
Total consumption , natural gas , Wisconsin ,2012,6,10275.459, Wisconsin 20126
Total consumption , natural gas , Wisconsin ,2012,5,9836.146, Wisconsin 20125
Total consumption , natural gas , Wisconsin ,2012,4,6599.22, Wisconsin 20124
Total consumption , natural gas , Wisconsin ,2012,3,6047.786, Wisconsin 20123
Total consumption , natural gas , Wisconsin ,2012,2,7845.167, Wisconsin 20122
Total consumption , natural gas , Wisconsin ,2012,1,5867.723, Wisconsin 20121
Total consumption , natural gas , Wisconsin ,2011,12,4573.492, Wisconsin 201112
Total consumption , natural gas , Wisconsin ,2011,11,3966.312, Wisconsin 201111
Total consumption , natural gas , Wisconsin ,2011,10,3530.717, Wisconsin 201110
Total consumption , natural gas , Wisconsin ,2011,9,1566.714, Wisconsin 20119
Total consumption , natural gas , Wisconsin ,2011,8,5632.101, Wisconsin 20118
Total consumption , natural gas , Wisconsin ,2011,7,8253.195, Wisconsin 20117
