Category,State,Year,Month,Value (thousand Megawatthours),state_year_month
Net generation  all solar , East South Central (total) ,2016,4,14.53723, East South Central (total) 20164
Net generation  all solar , East South Central (total) ,2016,3,14.68657, East South Central (total) 20163
Net generation  all solar , East South Central (total) ,2016,2,12.80219, East South Central (total) 20162
Net generation  all solar , East South Central (total) ,2016,1,0, East South Central (total) 20161
Net generation  all solar , East South Central (total) ,2015,12,8.80547, East South Central (total) 201512
Net generation  all solar , East South Central (total) ,2015,11,10.25913, East South Central (total) 201511
Net generation  all solar , East South Central (total) ,2015,10,11.92938, East South Central (total) 201510
Net generation  all solar , East South Central (total) ,2015,9,13.64671, East South Central (total) 20159
Net generation  all solar , East South Central (total) ,2015,8,16.12114, East South Central (total) 20158
Net generation  all solar , East South Central (total) ,2015,7,16.01997, East South Central (total) 20157
Net generation  all solar , East South Central (total) ,2015,6,16.01051, East South Central (total) 20156
Net generation  all solar , East South Central (total) ,2015,5,15.71305, East South Central (total) 20155
Net generation  all solar , East South Central (total) ,2015,4,14.94728, East South Central (total) 20154
Net generation  all solar , East South Central (total) ,2015,3,13.30557, East South Central (total) 20153
Net generation  all solar , East South Central (total) ,2015,2,9.60289, East South Central (total) 20152
Net generation  all solar , East South Central (total) ,2015,1,8.21602, East South Central (total) 20151
Net generation  all solar , East South Central (total) ,2014,12,8.11419, East South Central (total) 201412
Net generation  all solar , East South Central (total) ,2014,11,9.02405, East South Central (total) 201411
Net generation  all solar , East South Central (total) ,2014,10,8.29308, East South Central (total) 201410
Net generation  all solar , East South Central (total) ,2014,9,9.19731, East South Central (total) 20149
Net generation  all solar , East South Central (total) ,2014,8,10.29778, East South Central (total) 20148
Net generation  all solar , East South Central (total) ,2014,7,10.25343, East South Central (total) 20147
Net generation  all solar , East South Central (total) ,2014,6,10.53182, East South Central (total) 20146
Net generation  all solar , East South Central (total) ,2014,5,10.30575, East South Central (total) 20145
Net generation  all solar , East South Central (total) ,2014,4,9.25946, East South Central (total) 20144
Net generation  all solar , East South Central (total) ,2014,3,8.32444, East South Central (total) 20143
Net generation  all solar , East South Central (total) ,2014,2,5.96603, East South Central (total) 20142
Net generation  all solar , East South Central (total) ,2014,1,5.53104, East South Central (total) 20141
Net generation  all solar , Florida ,2017,7,98.20968, Florida 20177
Net generation  all solar , Florida ,2017,6,92.92092, Florida 20176
Net generation  all solar , Florida ,2017,5,102.95863, Florida 20175
Net generation  all solar , Florida ,2017,4,91.40113, Florida 20174
Net generation  all solar , Florida ,2017,3,89.64789, Florida 20173
Net generation  all solar , Florida ,2017,2,67.47602, Florida 20172
Net generation  all solar , Florida ,2017,1,67.62015, Florida 20171
Net generation  all solar , Florida ,2016,12,129.19555, Florida 201612
Net generation  all solar , Florida ,2016,11,37.37669, Florida 201611
Net generation  all solar , Florida ,2016,10,39.04945, Florida 201610
Net generation  all solar , Florida ,2016,9,43.75359, Florida 20169
Net generation  all solar , Florida ,2016,8,48.09399, Florida 20168
Net generation  all solar , Florida ,2016,7,48.97165, Florida 20167
Net generation  all solar , Florida ,2016,6,49.90725, Florida 20166
Net generation  all solar , Florida ,2016,5,55.59758, Florida 20165
Net generation  all solar , Florida ,2016,4,48.15225, Florida 20164
Net generation  all solar , Florida ,2016,3,41.22161, Florida 20163
Net generation  all solar , Florida ,2016,2,34.43541, Florida 20162
Net generation  all solar , Florida ,2016,1,25.23832, Florida 20161
Net generation  all solar , Florida ,2015,12,20.24897, Florida 201512
Net generation  all solar , Florida ,2015,11,23.95835, Florida 201511
Net generation  all solar , Florida ,2015,10,29.02497, Florida 201510
Net generation  all solar , Florida ,2015,9,30.08257, Florida 20159
Net generation  all solar , Florida ,2015,8,42.2466, Florida 20158
Net generation  all solar , Florida ,2015,7,44.35787, Florida 20157
Net generation  all solar , Florida ,2015,6,42.11696, Florida 20156
Net generation  all solar , Florida ,2015,5,44.38618, Florida 20155
Net generation  all solar , Florida ,2015,4,34.4043, Florida 20154
Net generation  all solar , Florida ,2015,3,31.4381, Florida 20153
Net generation  all solar , Florida ,2015,2,16.38787, Florida 20152
Net generation  all solar , Florida ,2015,1,21.31414, Florida 20151
Net generation  all solar , Florida ,2014,12,24.94853, Florida 201412
Net generation  all solar , Florida ,2014,11,22.9442, Florida 201411
Net generation  all solar , Florida ,2014,10,39.12967, Florida 201410
Net generation  all solar , Florida ,2014,9,30.70567, Florida 20149
Net generation  all solar , Florida ,2014,8,35.00587, Florida 20148
Net generation  all solar , Florida ,2014,7,33.24737, Florida 20147
Net generation  all solar , Florida ,2014,6,31.76094, Florida 20146
Net generation  all solar , Florida ,2014,5,37.98313, Florida 20145
Net generation  all solar , Florida ,2014,4,30.74742, Florida 20144
Net generation  all solar , Florida ,2014,3,31.28541, Florida 20143
Net generation  all solar , Florida ,2014,2,24.05565, Florida 20142
Net generation  all solar , Florida ,2014,1,18.84423, Florida 20141
Net generation  all solar , Georgia ,2017,7,0, Georgia 20177
Net generation  all solar , Georgia ,2017,6,0, Georgia 20176
Net generation  all solar , Georgia ,2017,5,0, Georgia 20175
Net generation  all solar , Georgia ,2017,4,0, Georgia 20174
Net generation  all solar , Georgia ,2017,3,0, Georgia 20173
Net generation  all solar , Georgia ,2017,2,0, Georgia 20172
Net generation  all solar , Georgia ,2017,1,0, Georgia 20171
Net generation  all solar , Georgia ,2016,12,0, Georgia 201612
Net generation  all solar , Georgia ,2016,11,0, Georgia 201611
Net generation  all solar , Georgia ,2016,10,0, Georgia 201610
Net generation  all solar , Georgia ,2016,9,0, Georgia 20169
Net generation  all solar , Georgia ,2016,8,0, Georgia 20168
Net generation  all solar , Georgia ,2016,7,0, Georgia 20167
Net generation  all solar , Georgia ,2016,6,0, Georgia 20166
Net generation  all solar , Georgia ,2016,5,0, Georgia 20165
Net generation  all solar , Georgia ,2016,4,0, Georgia 20164
Net generation  all solar , Georgia ,2016,3,0, Georgia 20163
Net generation  all solar , Georgia ,2016,2,56.55914, Georgia 20162
Net generation  all solar , Georgia ,2016,1,39.95164, Georgia 20161
Net generation  all solar , Georgia ,2015,12,0, Georgia 201512
Net generation  all solar , Georgia ,2015,11,0, Georgia 201511
Net generation  all solar , Georgia ,2015,10,0, Georgia 201510
Net generation  all solar , Georgia ,2015,9,0, Georgia 20159
Net generation  all solar , Georgia ,2015,8,0, Georgia 20158
Net generation  all solar , Georgia ,2015,7,0, Georgia 20157
Net generation  all solar , Georgia ,2015,6,0, Georgia 20156
Net generation  all solar , Georgia ,2015,5,0, Georgia 20155
Net generation  all solar , Georgia ,2015,4,0, Georgia 20154
Net generation  all solar , Georgia ,2015,3,0, Georgia 20153
Net generation  all solar , Georgia ,2015,2,0, Georgia 20152
Net generation  all solar , Georgia ,2015,1,0, Georgia 20151
Net generation  all solar , Georgia ,2014,12,13.37628, Georgia 201412
Net generation  all solar , Georgia ,2014,11,14.81298, Georgia 201411
Net generation  all solar , Georgia ,2014,10,18.39754, Georgia 201410
Net generation  all solar , Georgia ,2014,9,16.62445, Georgia 20149
Net generation  all solar , Georgia ,2014,8,21.01446, Georgia 20148
Net generation  all solar , Georgia ,2014,7,21.02997, Georgia 20147
Net generation  all solar , Georgia ,2014,6,20.95754, Georgia 20146
Net generation  all solar , Georgia ,2014,5,22.68031, Georgia 20145
Net generation  all solar , Georgia ,2014,4,20.46126, Georgia 20144
Net generation  all solar , Georgia ,2014,3,19.2462, Georgia 20143
Net generation  all solar , Georgia ,2014,2,14.75302, Georgia 20142
Net generation  all solar , Georgia ,2014,1,15.03493, Georgia 20141
Net generation  all solar , Hawaii ,2017,7,113.78016, Hawaii 20177
Net generation  all solar , Hawaii ,2017,6,113.12748, Hawaii 20176
Net generation  all solar , Hawaii ,2017,5,112.68053, Hawaii 20175
Net generation  all solar , Hawaii ,2017,4,98.77523, Hawaii 20174
Net generation  all solar , Hawaii ,2017,3,89.05818, Hawaii 20173
Net generation  all solar , Hawaii ,2017,2,71.3285, Hawaii 20172
Net generation  all solar , Hawaii ,2017,1,62.46451, Hawaii 20171
Net generation  all solar , Hawaii ,2016,12,0, Hawaii 201612
Net generation  all solar , Hawaii ,2016,11,59.56171, Hawaii 201611
Net generation  all solar , Hawaii ,2016,10,68.20619, Hawaii 201610
Net generation  all solar , Hawaii ,2016,9,74.04125, Hawaii 20169
Net generation  all solar , Hawaii ,2016,8,80.31726, Hawaii 20168
Net generation  all solar , Hawaii ,2016,7,81.36704, Hawaii 20167
Net generation  all solar , Hawaii ,2016,6,0, Hawaii 20166
Net generation  all solar , Hawaii ,2016,5,76.0456, Hawaii 20165
Net generation  all solar , Hawaii ,2016,4,69.7786, Hawaii 20164
Net generation  all solar , Hawaii ,2016,3,66.39896, Hawaii 20163
Net generation  all solar , Hawaii ,2016,2,58.01367, Hawaii 20162
Net generation  all solar , Hawaii ,2016,1,0, Hawaii 20161
Net generation  all solar , Hawaii ,2015,12,51.62639, Hawaii 201512
Net generation  all solar , Hawaii ,2015,11,50.64301, Hawaii 201511
Net generation  all solar , Hawaii ,2015,10,57.47314, Hawaii 201510
Net generation  all solar , Hawaii ,2015,9,61.33063, Hawaii 20159
Net generation  all solar , Hawaii ,2015,8,67.18345, Hawaii 20158
Net generation  all solar , Hawaii ,2015,7,66.17966, Hawaii 20157
Net generation  all solar , Hawaii ,2015,6,64.20828, Hawaii 20156
Net generation  all solar , Hawaii ,2015,5,63.34649, Hawaii 20155
Net generation  all solar , Hawaii ,2015,4,59.79237, Hawaii 20154
Net generation  all solar , Hawaii ,2015,3,55.06557, Hawaii 20153
Net generation  all solar , Hawaii ,2015,2,45.49157, Hawaii 20152
Net generation  all solar , Hawaii ,2015,1,44.51108, Hawaii 20151
Net generation  all solar , Hawaii ,2014,12,44.64238, Hawaii 201412
Net generation  all solar , Hawaii ,2014,11,44.77705, Hawaii 201411
Net generation  all solar , Hawaii ,2014,10,50.95841, Hawaii 201410
Net generation  all solar , Hawaii ,2014,9,54.2707, Hawaii 20149
Net generation  all solar , Hawaii ,2014,8,57.98189, Hawaii 20148
Net generation  all solar , Hawaii ,2014,7,55.96854, Hawaii 20147
Net generation  all solar , Hawaii ,2014,6,54.72277, Hawaii 20146
Net generation  all solar , Hawaii ,2014,5,54.15933, Hawaii 20145
Net generation  all solar , Hawaii ,2014,4,49.73459, Hawaii 20144
Net generation  all solar , Hawaii ,2014,3,46.42252, Hawaii 20143
Net generation  all solar , Hawaii ,2014,2,38.25444, Hawaii 20142
Net generation  all solar , Hawaii ,2014,1,38.48649, Hawaii 20141
Net generation  all solar , Idaho ,2017,7,65.33274, Idaho 20177
Net generation  all solar , Idaho ,2017,6,65.37509, Idaho 20176
Net generation  all solar , Idaho ,2017,5,57.06427, Idaho 20175
Net generation  all solar , Idaho ,2017,4,51.65915, Idaho 20174
Net generation  all solar , Idaho ,2017,3,39.66229, Idaho 20173
Net generation  all solar , Idaho ,2017,2,10.92262, Idaho 20172
Net generation  all solar , Idaho ,2017,1,9.46311, Idaho 20171
Net generation  all solar , Idaho ,2016,12,6.5729, Idaho 201612
Net generation  all solar , Idaho ,2016,11,4.62822, Idaho 201611
Net generation  all solar , Idaho ,2016,10,6.3823, Idaho 201610
Net generation  all solar , Idaho ,2016,9,9.30478, Idaho 20169
Net generation  all solar , Idaho ,2016,8,6.86115, Idaho 20168
Net generation  all solar , Idaho ,2016,7,1.16311, Idaho 20167
Net generation  all solar , Idaho ,2016,6,1.06245, Idaho 20166
Net generation  all solar , Idaho ,2016,5,1.00175, Idaho 20165
Net generation  all solar , Idaho ,2016,4,0.87495, Idaho 20164
Net generation  all solar , Idaho ,2016,3,0.72324, Idaho 20163
Net generation  all solar , Idaho ,2016,2,0.47287, Idaho 20162
Net generation  all solar , Idaho ,2016,1,0.32256, Idaho 20161
Net generation  all solar , Idaho ,2015,12,0.29316, Idaho 201512
Net generation  all solar , Idaho ,2015,11,0.3987, Idaho 201511
Net generation  all solar , Idaho ,2015,10,0.61321, Idaho 201510
Net generation  all solar , Idaho ,2015,9,0.68846, Idaho 20159
Net generation  all solar , Idaho ,2015,8,0.73248, Idaho 20158
Net generation  all solar , Idaho ,2015,7,0.72319, Idaho 20157
